,subject,session,task,check,path,confounds_path,path,confounds_path
163,9055,1,hands,TRUE,sub-9055/ses-1/func/sub-9055_ses-1_task-hands,sub-9055/ses-1/func/sub-9055_ses-1_task-hands,sub-9055/ses-1/func/sub-9055_ses-1_task-hands,sub-9055/ses-1/func/sub-9055_ses-1_task-hands
160,9055,1,rest,TRUE,sub-9055/ses-1/func/sub-9055_ses-1_task-rest,sub-9055/ses-1/func/sub-9055_ses-1_task-rest,sub-9055/ses-1/func/sub-9055_ses-1_task-rest,sub-9055/ses-1/func/sub-9055_ses-1_task-rest
164,9055,1,sleepiness,TRUE,sub-9055/ses-1/func/sub-9055_ses-1_task-sleepiness,sub-9055/ses-1/func/sub-9055_ses-1_task-sleepiness,sub-9055/ses-1/func/sub-9055_ses-1_task-sleepiness,sub-9055/ses-1/func/sub-9055_ses-1_task-sleepiness
158,9055,2,arrows,TRUE,sub-9055/ses-2/func/sub-9055_ses-2_task-arrows,sub-9055/ses-2/func/sub-9055_ses-2_task-arrows,sub-9055/ses-2/func/sub-9055_ses-2_task-arrows,sub-9055/ses-2/func/sub-9055_ses-2_task-arrows
155,9055,2,faces,TRUE,sub-9055/ses-2/func/sub-9055_ses-2_task-faces,sub-9055/ses-2/func/sub-9055_ses-2_task-faces,sub-9055/ses-2/func/sub-9055_ses-2_task-faces,sub-9055/ses-2/func/sub-9055_ses-2_task-faces
156,9055,2,hands,TRUE,sub-9055/ses-2/func/sub-9055_ses-2_task-hands,sub-9055/ses-2/func/sub-9055_ses-2_task-hands,sub-9055/ses-2/func/sub-9055_ses-2_task-hands,sub-9055/ses-2/func/sub-9055_ses-2_task-hands
159,9055,2,rest,TRUE,sub-9055/ses-2/func/sub-9055_ses-2_task-rest,sub-9055/ses-2/func/sub-9055_ses-2_task-rest,sub-9055/ses-2/func/sub-9055_ses-2_task-rest,sub-9055/ses-2/func/sub-9055_ses-2_task-rest
157,9055,2,sleepiness,TRUE,sub-9055/ses-2/func/sub-9055_ses-2_task-sleepiness,sub-9055/ses-2/func/sub-9055_ses-2_task-sleepiness,sub-9055/ses-2/func/sub-9055_ses-2_task-sleepiness,sub-9055/ses-2/func/sub-9055_ses-2_task-sleepiness
214,9056,1,arrows,TRUE,sub-9056/ses-1/func/sub-9056_ses-1_task-arrows,sub-9056/ses-1/func/sub-9056_ses-1_task-arrows,sub-9056/ses-1/func/sub-9056_ses-1_task-arrows,sub-9056/ses-1/func/sub-9056_ses-1_task-arrows
212,9056,1,faces,TRUE,sub-9056/ses-1/func/sub-9056_ses-1_task-faces,sub-9056/ses-1/func/sub-9056_ses-1_task-faces,sub-9056/ses-1/func/sub-9056_ses-1_task-faces,sub-9056/ses-1/func/sub-9056_ses-1_task-faces
211,9056,1,hands,TRUE,sub-9056/ses-1/func/sub-9056_ses-1_task-hands,sub-9056/ses-1/func/sub-9056_ses-1_task-hands,sub-9056/ses-1/func/sub-9056_ses-1_task-hands,sub-9056/ses-1/func/sub-9056_ses-1_task-hands
210,9056,1,rest,TRUE,sub-9056/ses-1/func/sub-9056_ses-1_task-rest,sub-9056/ses-1/func/sub-9056_ses-1_task-rest,sub-9056/ses-1/func/sub-9056_ses-1_task-rest,sub-9056/ses-1/func/sub-9056_ses-1_task-rest
213,9056,1,sleepiness,TRUE,sub-9056/ses-1/func/sub-9056_ses-1_task-sleepiness,sub-9056/ses-1/func/sub-9056_ses-1_task-sleepiness,sub-9056/ses-1/func/sub-9056_ses-1_task-sleepiness,sub-9056/ses-1/func/sub-9056_ses-1_task-sleepiness
205,9056,2,arrows,TRUE,sub-9056/ses-2/func/sub-9056_ses-2_task-arrows,sub-9056/ses-2/func/sub-9056_ses-2_task-arrows,sub-9056/ses-2/func/sub-9056_ses-2_task-arrows,sub-9056/ses-2/func/sub-9056_ses-2_task-arrows
209,9056,2,faces,TRUE,sub-9056/ses-2/func/sub-9056_ses-2_task-faces,sub-9056/ses-2/func/sub-9056_ses-2_task-faces,sub-9056/ses-2/func/sub-9056_ses-2_task-faces,sub-9056/ses-2/func/sub-9056_ses-2_task-faces
208,9056,2,hands,TRUE,sub-9056/ses-2/func/sub-9056_ses-2_task-hands,sub-9056/ses-2/func/sub-9056_ses-2_task-hands,sub-9056/ses-2/func/sub-9056_ses-2_task-hands,sub-9056/ses-2/func/sub-9056_ses-2_task-hands
206,9056,2,rest,TRUE,sub-9056/ses-2/func/sub-9056_ses-2_task-rest,sub-9056/ses-2/func/sub-9056_ses-2_task-rest,sub-9056/ses-2/func/sub-9056_ses-2_task-rest,sub-9056/ses-2/func/sub-9056_ses-2_task-rest
207,9056,2,sleepiness,TRUE,sub-9056/ses-2/func/sub-9056_ses-2_task-sleepiness,sub-9056/ses-2/func/sub-9056_ses-2_task-sleepiness,sub-9056/ses-2/func/sub-9056_ses-2_task-sleepiness,sub-9056/ses-2/func/sub-9056_ses-2_task-sleepiness
471,9057,1,arrows,TRUE,sub-9057/ses-1/func/sub-9057_ses-1_task-arrows,sub-9057/ses-1/func/sub-9057_ses-1_task-arrows,sub-9057/ses-1/func/sub-9057_ses-1_task-arrows,sub-9057/ses-1/func/sub-9057_ses-1_task-arrows
469,9057,1,faces,TRUE,sub-9057/ses-1/func/sub-9057_ses-1_task-faces,sub-9057/ses-1/func/sub-9057_ses-1_task-faces,sub-9057/ses-1/func/sub-9057_ses-1_task-faces,sub-9057/ses-1/func/sub-9057_ses-1_task-faces
470,9057,1,hands,TRUE,sub-9057/ses-1/func/sub-9057_ses-1_task-hands,sub-9057/ses-1/func/sub-9057_ses-1_task-hands,sub-9057/ses-1/func/sub-9057_ses-1_task-hands,sub-9057/ses-1/func/sub-9057_ses-1_task-hands
468,9057,1,rest,TRUE,sub-9057/ses-1/func/sub-9057_ses-1_task-rest,sub-9057/ses-1/func/sub-9057_ses-1_task-rest,sub-9057/ses-1/func/sub-9057_ses-1_task-rest,sub-9057/ses-1/func/sub-9057_ses-1_task-rest
467,9057,1,sleepiness,TRUE,sub-9057/ses-1/func/sub-9057_ses-1_task-sleepiness,sub-9057/ses-1/func/sub-9057_ses-1_task-sleepiness,sub-9057/ses-1/func/sub-9057_ses-1_task-sleepiness,sub-9057/ses-1/func/sub-9057_ses-1_task-sleepiness
465,9057,2,arrows,TRUE,sub-9057/ses-2/func/sub-9057_ses-2_task-arrows,sub-9057/ses-2/func/sub-9057_ses-2_task-arrows,sub-9057/ses-2/func/sub-9057_ses-2_task-arrows,sub-9057/ses-2/func/sub-9057_ses-2_task-arrows
463,9057,2,faces,TRUE,sub-9057/ses-2/func/sub-9057_ses-2_task-faces,sub-9057/ses-2/func/sub-9057_ses-2_task-faces,sub-9057/ses-2/func/sub-9057_ses-2_task-faces,sub-9057/ses-2/func/sub-9057_ses-2_task-faces
466,9057,2,hands,TRUE,sub-9057/ses-2/func/sub-9057_ses-2_task-hands,sub-9057/ses-2/func/sub-9057_ses-2_task-hands,sub-9057/ses-2/func/sub-9057_ses-2_task-hands,sub-9057/ses-2/func/sub-9057_ses-2_task-hands
464,9057,2,rest,TRUE,sub-9057/ses-2/func/sub-9057_ses-2_task-rest,sub-9057/ses-2/func/sub-9057_ses-2_task-rest,sub-9057/ses-2/func/sub-9057_ses-2_task-rest,sub-9057/ses-2/func/sub-9057_ses-2_task-rest
462,9057,2,sleepiness,TRUE,sub-9057/ses-2/func/sub-9057_ses-2_task-sleepiness,sub-9057/ses-2/func/sub-9057_ses-2_task-sleepiness,sub-9057/ses-2/func/sub-9057_ses-2_task-sleepiness,sub-9057/ses-2/func/sub-9057_ses-2_task-sleepiness
571,9058,1,arrows,TRUE,sub-9058/ses-1/func/sub-9058_ses-1_task-arrows,sub-9058/ses-1/func/sub-9058_ses-1_task-arrows,sub-9058/ses-1/func/sub-9058_ses-1_task-arrows,sub-9058/ses-1/func/sub-9058_ses-1_task-arrows
570,9058,1,faces,TRUE,sub-9058/ses-1/func/sub-9058_ses-1_task-faces,sub-9058/ses-1/func/sub-9058_ses-1_task-faces,sub-9058/ses-1/func/sub-9058_ses-1_task-faces,sub-9058/ses-1/func/sub-9058_ses-1_task-faces
568,9058,1,hands,TRUE,sub-9058/ses-1/func/sub-9058_ses-1_task-hands,sub-9058/ses-1/func/sub-9058_ses-1_task-hands,sub-9058/ses-1/func/sub-9058_ses-1_task-hands,sub-9058/ses-1/func/sub-9058_ses-1_task-hands
569,9058,1,rest,TRUE,sub-9058/ses-1/func/sub-9058_ses-1_task-rest,sub-9058/ses-1/func/sub-9058_ses-1_task-rest,sub-9058/ses-1/func/sub-9058_ses-1_task-rest,sub-9058/ses-1/func/sub-9058_ses-1_task-rest
567,9058,1,sleepiness,TRUE,sub-9058/ses-1/func/sub-9058_ses-1_task-sleepiness,sub-9058/ses-1/func/sub-9058_ses-1_task-sleepiness,sub-9058/ses-1/func/sub-9058_ses-1_task-sleepiness,sub-9058/ses-1/func/sub-9058_ses-1_task-sleepiness
566,9058,2,arrows,TRUE,sub-9058/ses-2/func/sub-9058_ses-2_task-arrows,sub-9058/ses-2/func/sub-9058_ses-2_task-arrows,sub-9058/ses-2/func/sub-9058_ses-2_task-arrows,sub-9058/ses-2/func/sub-9058_ses-2_task-arrows
562,9058,2,faces,TRUE,sub-9058/ses-2/func/sub-9058_ses-2_task-faces,sub-9058/ses-2/func/sub-9058_ses-2_task-faces,sub-9058/ses-2/func/sub-9058_ses-2_task-faces,sub-9058/ses-2/func/sub-9058_ses-2_task-faces
563,9058,2,hands,TRUE,sub-9058/ses-2/func/sub-9058_ses-2_task-hands,sub-9058/ses-2/func/sub-9058_ses-2_task-hands,sub-9058/ses-2/func/sub-9058_ses-2_task-hands,sub-9058/ses-2/func/sub-9058_ses-2_task-hands
565,9058,2,rest,TRUE,sub-9058/ses-2/func/sub-9058_ses-2_task-rest,sub-9058/ses-2/func/sub-9058_ses-2_task-rest,sub-9058/ses-2/func/sub-9058_ses-2_task-rest,sub-9058/ses-2/func/sub-9058_ses-2_task-rest
564,9058,2,sleepiness,TRUE,sub-9058/ses-2/func/sub-9058_ses-2_task-sleepiness,sub-9058/ses-2/func/sub-9058_ses-2_task-sleepiness,sub-9058/ses-2/func/sub-9058_ses-2_task-sleepiness,sub-9058/ses-2/func/sub-9058_ses-2_task-sleepiness
240,9059,1,arrows,TRUE,sub-9059/ses-1/func/sub-9059_ses-1_task-arrows,sub-9059/ses-1/func/sub-9059_ses-1_task-arrows,sub-9059/ses-1/func/sub-9059_ses-1_task-arrows,sub-9059/ses-1/func/sub-9059_ses-1_task-arrows
242,9059,1,faces,TRUE,sub-9059/ses-1/func/sub-9059_ses-1_task-faces,sub-9059/ses-1/func/sub-9059_ses-1_task-faces,sub-9059/ses-1/func/sub-9059_ses-1_task-faces,sub-9059/ses-1/func/sub-9059_ses-1_task-faces
243,9059,1,hands,TRUE,sub-9059/ses-1/func/sub-9059_ses-1_task-hands,sub-9059/ses-1/func/sub-9059_ses-1_task-hands,sub-9059/ses-1/func/sub-9059_ses-1_task-hands,sub-9059/ses-1/func/sub-9059_ses-1_task-hands
244,9059,1,rest,TRUE,sub-9059/ses-1/func/sub-9059_ses-1_task-rest,sub-9059/ses-1/func/sub-9059_ses-1_task-rest,sub-9059/ses-1/func/sub-9059_ses-1_task-rest,sub-9059/ses-1/func/sub-9059_ses-1_task-rest
241,9059,1,sleepiness,TRUE,sub-9059/ses-1/func/sub-9059_ses-1_task-sleepiness,sub-9059/ses-1/func/sub-9059_ses-1_task-sleepiness,sub-9059/ses-1/func/sub-9059_ses-1_task-sleepiness,sub-9059/ses-1/func/sub-9059_ses-1_task-sleepiness
236,9059,2,arrows,TRUE,sub-9059/ses-2/func/sub-9059_ses-2_task-arrows,sub-9059/ses-2/func/sub-9059_ses-2_task-arrows,sub-9059/ses-2/func/sub-9059_ses-2_task-arrows,sub-9059/ses-2/func/sub-9059_ses-2_task-arrows
235,9059,2,faces,TRUE,sub-9059/ses-2/func/sub-9059_ses-2_task-faces,sub-9059/ses-2/func/sub-9059_ses-2_task-faces,sub-9059/ses-2/func/sub-9059_ses-2_task-faces,sub-9059/ses-2/func/sub-9059_ses-2_task-faces
239,9059,2,hands,TRUE,sub-9059/ses-2/func/sub-9059_ses-2_task-hands,sub-9059/ses-2/func/sub-9059_ses-2_task-hands,sub-9059/ses-2/func/sub-9059_ses-2_task-hands,sub-9059/ses-2/func/sub-9059_ses-2_task-hands
237,9059,2,rest,TRUE,sub-9059/ses-2/func/sub-9059_ses-2_task-rest,sub-9059/ses-2/func/sub-9059_ses-2_task-rest,sub-9059/ses-2/func/sub-9059_ses-2_task-rest,sub-9059/ses-2/func/sub-9059_ses-2_task-rest
238,9059,2,sleepiness,TRUE,sub-9059/ses-2/func/sub-9059_ses-2_task-sleepiness,sub-9059/ses-2/func/sub-9059_ses-2_task-sleepiness,sub-9059/ses-2/func/sub-9059_ses-2_task-sleepiness,sub-9059/ses-2/func/sub-9059_ses-2_task-sleepiness
53,9061,1,arrows,TRUE,sub-9061/ses-1/func/sub-9061_ses-1_task-arrows,sub-9061/ses-1/func/sub-9061_ses-1_task-arrows,sub-9061/ses-1/func/sub-9061_ses-1_task-arrows,sub-9061/ses-1/func/sub-9061_ses-1_task-arrows
50,9061,1,faces,TRUE,sub-9061/ses-1/func/sub-9061_ses-1_task-faces,sub-9061/ses-1/func/sub-9061_ses-1_task-faces,sub-9061/ses-1/func/sub-9061_ses-1_task-faces,sub-9061/ses-1/func/sub-9061_ses-1_task-faces
52,9061,1,hands,TRUE,sub-9061/ses-1/func/sub-9061_ses-1_task-hands,sub-9061/ses-1/func/sub-9061_ses-1_task-hands,sub-9061/ses-1/func/sub-9061_ses-1_task-hands,sub-9061/ses-1/func/sub-9061_ses-1_task-hands
54,9061,1,rest,TRUE,sub-9061/ses-1/func/sub-9061_ses-1_task-rest,sub-9061/ses-1/func/sub-9061_ses-1_task-rest,sub-9061/ses-1/func/sub-9061_ses-1_task-rest,sub-9061/ses-1/func/sub-9061_ses-1_task-rest
51,9061,1,sleepiness,TRUE,sub-9061/ses-1/func/sub-9061_ses-1_task-sleepiness,sub-9061/ses-1/func/sub-9061_ses-1_task-sleepiness,sub-9061/ses-1/func/sub-9061_ses-1_task-sleepiness,sub-9061/ses-1/func/sub-9061_ses-1_task-sleepiness
48,9061,2,arrows,TRUE,sub-9061/ses-2/func/sub-9061_ses-2_task-arrows,sub-9061/ses-2/func/sub-9061_ses-2_task-arrows,sub-9061/ses-2/func/sub-9061_ses-2_task-arrows,sub-9061/ses-2/func/sub-9061_ses-2_task-arrows
46,9061,2,faces,TRUE,sub-9061/ses-2/func/sub-9061_ses-2_task-faces,sub-9061/ses-2/func/sub-9061_ses-2_task-faces,sub-9061/ses-2/func/sub-9061_ses-2_task-faces,sub-9061/ses-2/func/sub-9061_ses-2_task-faces
45,9061,2,hands,TRUE,sub-9061/ses-2/func/sub-9061_ses-2_task-hands,sub-9061/ses-2/func/sub-9061_ses-2_task-hands,sub-9061/ses-2/func/sub-9061_ses-2_task-hands,sub-9061/ses-2/func/sub-9061_ses-2_task-hands
49,9061,2,rest,TRUE,sub-9061/ses-2/func/sub-9061_ses-2_task-rest,sub-9061/ses-2/func/sub-9061_ses-2_task-rest,sub-9061/ses-2/func/sub-9061_ses-2_task-rest,sub-9061/ses-2/func/sub-9061_ses-2_task-rest
47,9061,2,sleepiness,TRUE,sub-9061/ses-2/func/sub-9061_ses-2_task-sleepiness,sub-9061/ses-2/func/sub-9061_ses-2_task-sleepiness,sub-9061/ses-2/func/sub-9061_ses-2_task-sleepiness,sub-9061/ses-2/func/sub-9061_ses-2_task-sleepiness
481,9062,1,arrows,TRUE,sub-9062/ses-1/func/sub-9062_ses-1_task-arrows,sub-9062/ses-1/func/sub-9062_ses-1_task-arrows,sub-9062/ses-1/func/sub-9062_ses-1_task-arrows,sub-9062/ses-1/func/sub-9062_ses-1_task-arrows
479,9062,1,faces,TRUE,sub-9062/ses-1/func/sub-9062_ses-1_task-faces,sub-9062/ses-1/func/sub-9062_ses-1_task-faces,sub-9062/ses-1/func/sub-9062_ses-1_task-faces,sub-9062/ses-1/func/sub-9062_ses-1_task-faces
480,9062,1,hands,TRUE,sub-9062/ses-1/func/sub-9062_ses-1_task-hands,sub-9062/ses-1/func/sub-9062_ses-1_task-hands,sub-9062/ses-1/func/sub-9062_ses-1_task-hands,sub-9062/ses-1/func/sub-9062_ses-1_task-hands
478,9062,1,rest,TRUE,sub-9062/ses-1/func/sub-9062_ses-1_task-rest,sub-9062/ses-1/func/sub-9062_ses-1_task-rest,sub-9062/ses-1/func/sub-9062_ses-1_task-rest,sub-9062/ses-1/func/sub-9062_ses-1_task-rest
477,9062,1,sleepiness,TRUE,sub-9062/ses-1/func/sub-9062_ses-1_task-sleepiness,sub-9062/ses-1/func/sub-9062_ses-1_task-sleepiness,sub-9062/ses-1/func/sub-9062_ses-1_task-sleepiness,sub-9062/ses-1/func/sub-9062_ses-1_task-sleepiness
474,9062,2,arrows,TRUE,sub-9062/ses-2/func/sub-9062_ses-2_task-arrows,sub-9062/ses-2/func/sub-9062_ses-2_task-arrows,sub-9062/ses-2/func/sub-9062_ses-2_task-arrows,sub-9062/ses-2/func/sub-9062_ses-2_task-arrows
473,9062,2,faces,TRUE,sub-9062/ses-2/func/sub-9062_ses-2_task-faces,sub-9062/ses-2/func/sub-9062_ses-2_task-faces,sub-9062/ses-2/func/sub-9062_ses-2_task-faces,sub-9062/ses-2/func/sub-9062_ses-2_task-faces
472,9062,2,hands,TRUE,sub-9062/ses-2/func/sub-9062_ses-2_task-hands,sub-9062/ses-2/func/sub-9062_ses-2_task-hands,sub-9062/ses-2/func/sub-9062_ses-2_task-hands,sub-9062/ses-2/func/sub-9062_ses-2_task-hands
476,9062,2,rest,TRUE,sub-9062/ses-2/func/sub-9062_ses-2_task-rest,sub-9062/ses-2/func/sub-9062_ses-2_task-rest,sub-9062/ses-2/func/sub-9062_ses-2_task-rest,sub-9062/ses-2/func/sub-9062_ses-2_task-rest
475,9062,2,sleepiness,TRUE,sub-9062/ses-2/func/sub-9062_ses-2_task-sleepiness,sub-9062/ses-2/func/sub-9062_ses-2_task-sleepiness,sub-9062/ses-2/func/sub-9062_ses-2_task-sleepiness,sub-9062/ses-2/func/sub-9062_ses-2_task-sleepiness
361,9063,1,arrows,TRUE,sub-9063/ses-1/func/sub-9063_ses-1_task-arrows,sub-9063/ses-1/func/sub-9063_ses-1_task-arrows,sub-9063/ses-1/func/sub-9063_ses-1_task-arrows,sub-9063/ses-1/func/sub-9063_ses-1_task-arrows
359,9063,1,faces,TRUE,sub-9063/ses-1/func/sub-9063_ses-1_task-faces,sub-9063/ses-1/func/sub-9063_ses-1_task-faces,sub-9063/ses-1/func/sub-9063_ses-1_task-faces,sub-9063/ses-1/func/sub-9063_ses-1_task-faces
358,9063,1,hands,TRUE,sub-9063/ses-1/func/sub-9063_ses-1_task-hands,sub-9063/ses-1/func/sub-9063_ses-1_task-hands,sub-9063/ses-1/func/sub-9063_ses-1_task-hands,sub-9063/ses-1/func/sub-9063_ses-1_task-hands
357,9063,1,rest,TRUE,sub-9063/ses-1/func/sub-9063_ses-1_task-rest,sub-9063/ses-1/func/sub-9063_ses-1_task-rest,sub-9063/ses-1/func/sub-9063_ses-1_task-rest,sub-9063/ses-1/func/sub-9063_ses-1_task-rest
360,9063,1,sleepiness,TRUE,sub-9063/ses-1/func/sub-9063_ses-1_task-sleepiness,sub-9063/ses-1/func/sub-9063_ses-1_task-sleepiness,sub-9063/ses-1/func/sub-9063_ses-1_task-sleepiness,sub-9063/ses-1/func/sub-9063_ses-1_task-sleepiness
352,9063,2,arrows,TRUE,sub-9063/ses-2/func/sub-9063_ses-2_task-arrows,sub-9063/ses-2/func/sub-9063_ses-2_task-arrows,sub-9063/ses-2/func/sub-9063_ses-2_task-arrows,sub-9063/ses-2/func/sub-9063_ses-2_task-arrows
356,9063,2,faces,TRUE,sub-9063/ses-2/func/sub-9063_ses-2_task-faces,sub-9063/ses-2/func/sub-9063_ses-2_task-faces,sub-9063/ses-2/func/sub-9063_ses-2_task-faces,sub-9063/ses-2/func/sub-9063_ses-2_task-faces
354,9063,2,hands,TRUE,sub-9063/ses-2/func/sub-9063_ses-2_task-hands,sub-9063/ses-2/func/sub-9063_ses-2_task-hands,sub-9063/ses-2/func/sub-9063_ses-2_task-hands,sub-9063/ses-2/func/sub-9063_ses-2_task-hands
355,9063,2,rest,TRUE,sub-9063/ses-2/func/sub-9063_ses-2_task-rest,sub-9063/ses-2/func/sub-9063_ses-2_task-rest,sub-9063/ses-2/func/sub-9063_ses-2_task-rest,sub-9063/ses-2/func/sub-9063_ses-2_task-rest
353,9063,2,sleepiness,TRUE,sub-9063/ses-2/func/sub-9063_ses-2_task-sleepiness,sub-9063/ses-2/func/sub-9063_ses-2_task-sleepiness,sub-9063/ses-2/func/sub-9063_ses-2_task-sleepiness,sub-9063/ses-2/func/sub-9063_ses-2_task-sleepiness
132,9064,1,arrows,TRUE,sub-9064/ses-1/func/sub-9064_ses-1_task-arrows,sub-9064/ses-1/func/sub-9064_ses-1_task-arrows,sub-9064/ses-1/func/sub-9064_ses-1_task-arrows,sub-9064/ses-1/func/sub-9064_ses-1_task-arrows
133,9064,1,faces,TRUE,sub-9064/ses-1/func/sub-9064_ses-1_task-faces,sub-9064/ses-1/func/sub-9064_ses-1_task-faces,sub-9064/ses-1/func/sub-9064_ses-1_task-faces,sub-9064/ses-1/func/sub-9064_ses-1_task-faces
134,9064,1,hands,TRUE,sub-9064/ses-1/func/sub-9064_ses-1_task-hands,sub-9064/ses-1/func/sub-9064_ses-1_task-hands,sub-9064/ses-1/func/sub-9064_ses-1_task-hands,sub-9064/ses-1/func/sub-9064_ses-1_task-hands
131,9064,1,rest,TRUE,sub-9064/ses-1/func/sub-9064_ses-1_task-rest,sub-9064/ses-1/func/sub-9064_ses-1_task-rest,sub-9064/ses-1/func/sub-9064_ses-1_task-rest,sub-9064/ses-1/func/sub-9064_ses-1_task-rest
130,9064,1,sleepiness,TRUE,sub-9064/ses-1/func/sub-9064_ses-1_task-sleepiness,sub-9064/ses-1/func/sub-9064_ses-1_task-sleepiness,sub-9064/ses-1/func/sub-9064_ses-1_task-sleepiness,sub-9064/ses-1/func/sub-9064_ses-1_task-sleepiness
128,9064,2,arrows,TRUE,sub-9064/ses-2/func/sub-9064_ses-2_task-arrows,sub-9064/ses-2/func/sub-9064_ses-2_task-arrows,sub-9064/ses-2/func/sub-9064_ses-2_task-arrows,sub-9064/ses-2/func/sub-9064_ses-2_task-arrows
126,9064,2,faces,TRUE,sub-9064/ses-2/func/sub-9064_ses-2_task-faces,sub-9064/ses-2/func/sub-9064_ses-2_task-faces,sub-9064/ses-2/func/sub-9064_ses-2_task-faces,sub-9064/ses-2/func/sub-9064_ses-2_task-faces
129,9064,2,hands,TRUE,sub-9064/ses-2/func/sub-9064_ses-2_task-hands,sub-9064/ses-2/func/sub-9064_ses-2_task-hands,sub-9064/ses-2/func/sub-9064_ses-2_task-hands,sub-9064/ses-2/func/sub-9064_ses-2_task-hands
127,9064,2,rest,TRUE,sub-9064/ses-2/func/sub-9064_ses-2_task-rest,sub-9064/ses-2/func/sub-9064_ses-2_task-rest,sub-9064/ses-2/func/sub-9064_ses-2_task-rest,sub-9064/ses-2/func/sub-9064_ses-2_task-rest
125,9064,2,sleepiness,TRUE,sub-9064/ses-2/func/sub-9064_ses-2_task-sleepiness,sub-9064/ses-2/func/sub-9064_ses-2_task-sleepiness,sub-9064/ses-2/func/sub-9064_ses-2_task-sleepiness,sub-9064/ses-2/func/sub-9064_ses-2_task-sleepiness
234,9065,1,arrows,TRUE,sub-9065/ses-1/func/sub-9065_ses-1_task-arrows,sub-9065/ses-1/func/sub-9065_ses-1_task-arrows,sub-9065/ses-1/func/sub-9065_ses-1_task-arrows,sub-9065/ses-1/func/sub-9065_ses-1_task-arrows
230,9065,1,faces,TRUE,sub-9065/ses-1/func/sub-9065_ses-1_task-faces,sub-9065/ses-1/func/sub-9065_ses-1_task-faces,sub-9065/ses-1/func/sub-9065_ses-1_task-faces,sub-9065/ses-1/func/sub-9065_ses-1_task-faces
232,9065,1,hands,TRUE,sub-9065/ses-1/func/sub-9065_ses-1_task-hands,sub-9065/ses-1/func/sub-9065_ses-1_task-hands,sub-9065/ses-1/func/sub-9065_ses-1_task-hands,sub-9065/ses-1/func/sub-9065_ses-1_task-hands
231,9065,1,rest,TRUE,sub-9065/ses-1/func/sub-9065_ses-1_task-rest,sub-9065/ses-1/func/sub-9065_ses-1_task-rest,sub-9065/ses-1/func/sub-9065_ses-1_task-rest,sub-9065/ses-1/func/sub-9065_ses-1_task-rest
233,9065,1,sleepiness,TRUE,sub-9065/ses-1/func/sub-9065_ses-1_task-sleepiness,sub-9065/ses-1/func/sub-9065_ses-1_task-sleepiness,sub-9065/ses-1/func/sub-9065_ses-1_task-sleepiness,sub-9065/ses-1/func/sub-9065_ses-1_task-sleepiness
228,9065,2,arrows,TRUE,sub-9065/ses-2/func/sub-9065_ses-2_task-arrows,sub-9065/ses-2/func/sub-9065_ses-2_task-arrows,sub-9065/ses-2/func/sub-9065_ses-2_task-arrows,sub-9065/ses-2/func/sub-9065_ses-2_task-arrows
227,9065,2,faces,TRUE,sub-9065/ses-2/func/sub-9065_ses-2_task-faces,sub-9065/ses-2/func/sub-9065_ses-2_task-faces,sub-9065/ses-2/func/sub-9065_ses-2_task-faces,sub-9065/ses-2/func/sub-9065_ses-2_task-faces
225,9065,2,hands,TRUE,sub-9065/ses-2/func/sub-9065_ses-2_task-hands,sub-9065/ses-2/func/sub-9065_ses-2_task-hands,sub-9065/ses-2/func/sub-9065_ses-2_task-hands,sub-9065/ses-2/func/sub-9065_ses-2_task-hands
229,9065,2,rest,TRUE,sub-9065/ses-2/func/sub-9065_ses-2_task-rest,sub-9065/ses-2/func/sub-9065_ses-2_task-rest,sub-9065/ses-2/func/sub-9065_ses-2_task-rest,sub-9065/ses-2/func/sub-9065_ses-2_task-rest
226,9065,2,sleepiness,TRUE,sub-9065/ses-2/func/sub-9065_ses-2_task-sleepiness,sub-9065/ses-2/func/sub-9065_ses-2_task-sleepiness,sub-9065/ses-2/func/sub-9065_ses-2_task-sleepiness,sub-9065/ses-2/func/sub-9065_ses-2_task-sleepiness
311,9066,1,arrows,TRUE,sub-9066/ses-1/func/sub-9066_ses-1_task-arrows,sub-9066/ses-1/func/sub-9066_ses-1_task-arrows,sub-9066/ses-1/func/sub-9066_ses-1_task-arrows,sub-9066/ses-1/func/sub-9066_ses-1_task-arrows
314,9066,1,faces,TRUE,sub-9066/ses-1/func/sub-9066_ses-1_task-faces,sub-9066/ses-1/func/sub-9066_ses-1_task-faces,sub-9066/ses-1/func/sub-9066_ses-1_task-faces,sub-9066/ses-1/func/sub-9066_ses-1_task-faces
312,9066,1,hands,TRUE,sub-9066/ses-1/func/sub-9066_ses-1_task-hands,sub-9066/ses-1/func/sub-9066_ses-1_task-hands,sub-9066/ses-1/func/sub-9066_ses-1_task-hands,sub-9066/ses-1/func/sub-9066_ses-1_task-hands
313,9066,1,rest,TRUE,sub-9066/ses-1/func/sub-9066_ses-1_task-rest,sub-9066/ses-1/func/sub-9066_ses-1_task-rest,sub-9066/ses-1/func/sub-9066_ses-1_task-rest,sub-9066/ses-1/func/sub-9066_ses-1_task-rest
315,9066,1,sleepiness,TRUE,sub-9066/ses-1/func/sub-9066_ses-1_task-sleepiness,sub-9066/ses-1/func/sub-9066_ses-1_task-sleepiness,sub-9066/ses-1/func/sub-9066_ses-1_task-sleepiness,sub-9066/ses-1/func/sub-9066_ses-1_task-sleepiness
