,path,filename,x,y,z,t, total size 
454,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9084/ses-2/func/sub-9084_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9084_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,197," 114,745,605 "
505,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9026/ses-2/func/sub-9026_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9026_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,197," 114,745,605 "
516,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9011/ses-2/func/sub-9011_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9011_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,197," 114,745,605 "
585,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9019/ses-2/func/sub-9019_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9019_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,197," 114,745,605 "
14,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9070/ses-2/func/sub-9070_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9070_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
36,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9047/ses-2/func/sub-9047_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9047_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
144,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9041/ses-1/func/sub-9041_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9041_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
156,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9055/ses-2/func/sub-9055_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9055_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
353,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9063/ses-2/func/sub-9063_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9063_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
538,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9028/ses-1/func/sub-9028_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9028_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
627,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9068/ses-1/func/sub-9068_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9068_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
783,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9072/ses-1/func/sub-9072_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9072_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
791,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9002/ses-1/func/sub-9002_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9002_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
746,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9046/ses-1/func/sub-9046_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9046_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,198," 115,328,070 "
47,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9061/ses-2/func/sub-9061_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9061_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,199," 115,910,535 "
188,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9005/ses-2/func/sub-9005_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9005_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,199," 115,910,535 "
343,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9018/ses-2/func/sub-9018_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9018_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,199," 115,910,535 "
200,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9076/ses-1/func/sub-9076_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9076_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,199," 115,910,535 "
464,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9057/ses-2/func/sub-9057_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9057_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,199," 115,910,535 "
703,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9096/ses-1/func/sub-9096_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9096_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,199," 115,910,535 "
84,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9094/ses-1/func/sub-9094_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9094_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
3,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9035/ses-2/func/sub-9035_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9035_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
108,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9082/ses-2/func/sub-9082_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9082_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
6,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9035/ses-1/func/sub-9035_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9035_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
111,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9082/ses-1/func/sub-9082_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9082_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
10,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9070/ses-2/func/sub-9070_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9070_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
17,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9070/ses-1/func/sub-9070_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9070_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
21,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9088/ses-2/func/sub-9088_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9088_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
26,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9088/ses-1/func/sub-9088_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9088_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
31,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9044/ses-1/func/sub-9044_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9044_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
38,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9047/ses-2/func/sub-9047_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9047_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
45,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9061/ses-2/func/sub-9061_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9061_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
51,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9061/ses-1/func/sub-9061_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9061_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
55,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9017/ses-2/func/sub-9017_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9017_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
60,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9017/ses-1/func/sub-9017_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9017_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
66,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9045/ses-2/func/sub-9045_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9045_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
74,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9045/ses-1/func/sub-9045_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9045_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
79,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9094/ses-2/func/sub-9094_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9094_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
80,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9094/ses-1/func/sub-9094_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9094_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
89,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9013/ses-2/func/sub-9013_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9013_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
93,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9013/ses-1/func/sub-9013_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9013_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
98,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9048/ses-2/func/sub-9048_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9048_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
100,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9048/ses-1/func/sub-9048_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9048_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
107,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9082/ses-2/func/sub-9082_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9082_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
211,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9056/ses-1/func/sub-9056_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9056_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
110,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9082/ses-1/func/sub-9082_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9082_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
115,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9083/ses-2/func/sub-9083_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9083_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
217,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9077/ses-2/func/sub-9077_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9077_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
124,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9083/ses-1/func/sub-9083_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9083_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
128,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9064/ses-2/func/sub-9064_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9064_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
131,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9064/ses-1/func/sub-9064_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9064_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
137,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9041/ses-2/func/sub-9041_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9041_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
146,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9049/ses-2/func/sub-9049_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9049_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
150,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9049/ses-1/func/sub-9049_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9049_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
160,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9055/ses-1/func/sub-9055_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9055_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
168,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9004/ses-2/func/sub-9004_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9004_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
171,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9004/ses-1/func/sub-9004_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9004_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
179,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9091/ses-2/func/sub-9091_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9091_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
183,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9091/ses-1/func/sub-9091_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9091_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
190,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9005/ses-1/func/sub-9005_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9005_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
201,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9076/ses-1/func/sub-9076_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9076_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
209,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9056/ses-2/func/sub-9056_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9056_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
213,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9056/ses-1/func/sub-9056_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9056_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
216,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9077/ses-2/func/sub-9077_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9077_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
223,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9077/ses-1/func/sub-9077_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9077_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
234,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9065/ses-1/func/sub-9065_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9065_ses-1_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
235,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9059/ses-2/func/sub-9059_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9059_ses-2_task-sleepiness_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,200," 116,493,000 "
