,path,filename,x,y,z,t, total size 
366,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9037/ses-2/func/sub-9037_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9037_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,180," 104,843,700 "
595,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9067/ses-2/func/sub-9067_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9067_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,180," 104,843,700 "
719,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9080/ses-2/func/sub-9080_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9080_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,180," 104,843,700 "
68,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9045/ses-2/func/sub-9045_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9045_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,181," 105,426,165 "
272,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9090/ses-1/func/sub-9090_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9090_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,181," 105,426,165 "
792,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9002/ses-1/func/sub-9002_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9002_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,181," 105,426,165 "
7,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9035/ses-1/func/sub-9035_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9035_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,182," 106,008,630 "
92,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9013/ses-1/func/sub-9013_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9013_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,182," 106,008,630 "
360,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9063/ses-1/func/sub-9063_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9063_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,182," 106,008,630 "
473,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9062/ses-2/func/sub-9062_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9062_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,182," 106,008,630 "
528,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9012/ses-1/func/sub-9012_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9012_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,182," 106,008,630 "
628,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9068/ses-1/func/sub-9068_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9068_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,182," 106,008,630 "
765,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9081/ses-2/func/sub-9081_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9081_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,182," 106,008,630 "
192,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9005/ses-1/func/sub-9005_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9005_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
245,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9053/ses-2/func/sub-9053_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9053_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
371,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9037/ses-1/func/sub-9037_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9037_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
398,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9007/ses-1/func/sub-9007_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9007_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
436,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9036/ses-2/func/sub-9036_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9036_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
508,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9026/ses-1/func/sub-9026_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9026_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
537,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9028/ses-1/func/sub-9028_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9028_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
574,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9009/ses-2/func/sub-9009_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9009_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
693,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9098/ses-1/func/sub-9098_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9098_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
726,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9080/ses-1/func/sub-9080_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9080_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
748,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9086/ses-2/func/sub-9086_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9086_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
763,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9029/ses-1/func/sub-9029_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9029_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,183," 106,591,095 "
22,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9088/ses-2/func/sub-9088_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9088_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,184," 107,173,560 "
119,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9083/ses-2/func/sub-9083_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9083_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,184," 107,173,560 "
205,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9056/ses-2/func/sub-9056_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9056_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,184," 107,173,560 "
656,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9003/ses-1/func/sub-9003_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9003_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,184," 107,173,560 "
778,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9072/ses-2/func/sub-9072_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9072_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,184," 107,173,560 "
712,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9040/ses-1/func/sub-9040_ses-1_task-faces_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9040_ses-1_task-faces_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,184," 107,173,560 "
61,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9017/ses-1/func/sub-9017_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9017_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
95,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9048/ses-2/func/sub-9048_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9048_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
279,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9039/ses-2/func/sub-9039_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9039_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
312,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9066/ses-1/func/sub-9066_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9066_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
408,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9050/ses-1/func/sub-9050_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9050_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
562,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9058/ses-2/func/sub-9058_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9058_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
601,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9067/ses-1/func/sub-9067_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9067_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
638,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9071/ses-1/func/sub-9071_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9071_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
691,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9098/ses-2/func/sub-9098_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9098_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
787,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9002/ses-2/func/sub-9002_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9002_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,185," 107,756,025 "
56,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9017/ses-2/func/sub-9017_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9017_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,186," 108,338,490 "
419,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9069/ses-1/func/sub-9069_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9069_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,186," 108,338,490 "
426,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9033/ses-2/func/sub-9033_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9033_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,186," 108,338,490 "
438,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9036/ses-1/func/sub-9036_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9036_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,186," 108,338,490 "
506,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9026/ses-2/func/sub-9026_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9026_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,186," 108,338,490 "
556,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9093/ses-2/func/sub-9093_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9093_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,186," 108,338,490 "
647,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9003/ses-2/func/sub-9003_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9003_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,186," 108,338,490 "
679,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9032/ses-2/func/sub-9032_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9032_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,186," 108,338,490 "
161,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9055/ses-1/func/sub-9055_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9055_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,187," 108,920,955 "
258,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9042/ses-2/func/sub-9042_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9042_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,187," 108,920,955 "
321,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9025/ses-1/func/sub-9025_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9025_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,187," 108,920,955 "
383,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9089/ses-2/func/sub-9089_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9089_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,187," 108,920,955 "
761,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9029/ses-2/func/sub-9029_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9029_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,187," 108,920,955 "
335,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9001/ses-2/func/sub-9001_ses-2_task-faces_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9001_ses-2_task-faces_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,187," 108,920,955 "
4,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9035/ses-2/func/sub-9035_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9035_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,188," 109,503,420 "
71,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9045/ses-1/func/sub-9045_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9045_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,188," 109,503,420 "
167,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9004/ses-2/func/sub-9004_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9004_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,188," 109,503,420 "
413,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9069/ses-2/func/sub-9069_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9069_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,188," 109,503,420 "
545,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9020/ses-2/func/sub-9020_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9020_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,188," 109,503,420 "
669,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9079/ses-2/func/sub-9079_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9079_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,188," 109,503,420 "
784,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9072/ses-1/func/sub-9072_ses-1_task-faces_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9072_ses-1_task-faces_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,188," 109,503,420 "
132,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9064/ses-1/func/sub-9064_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9064_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,189," 110,085,885 "
381,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9014/ses-1/func/sub-9014_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9014_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,189," 110,085,885 "
612,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9008/ses-2/func/sub-9008_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9008_ses-2_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,189," 110,085,885 "
684,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9032/ses-1/func/sub-9032_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9032_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,189," 110,085,885 "
103,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9048/ses-1/func/sub-9048_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9048_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,190," 110,668,350 "
477,/external/rprshnas01/netdata_kcni/edlab/temp_dataknights/masked_BOLD_images/sub-9062/ses-1/func/sub-9062_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,sub-9062_ses-1_task-hands_space-MNI152NLin2009cAsym_desc-preproc_bold_masked_(final_resamp_intersected)_bold.nii.gz,87,103,65,190," 110,668,350 "
