loss,accuracy,val_loss,val_accuracy
17.05489274412624,0.5131375789642334,1.980623459964065,0.5093167424201965
37.28589142400662,0.6306027770042419,1.7472508975437708,0.5652173757553101
7.857246553326685,0.6615146994590759,1.6580382726207283,0.5652173757553101
1.0853818893156244,0.7650695443153381,1.6352692079840239,0.5714285969734192
0.7873595547639236,0.8207109570503235,1.5484454868743138,0.5590062141418457
0.6261511403589382,0.8578052520751953,1.525388479232788,0.5527950525283813
0.5001392679568236,0.8825348019599915,1.4915933016664493,0.5527950525283813
0.4284025484111615,0.9041731357574463,1.4833979295647663,0.5527950525283813
0.37253966939043964,0.916537880897522,1.4785469126257096,0.5527950525283813
0.3344897125520883,0.927357017993927,1.479209574112981,0.5527950525283813
0.3021693016291586,0.9366306066513062,1.478884249740506,0.5590062141418457
0.26567143887005046,0.9397217631340027,1.4801161644621665,0.5652173757553101
0.24380156757033658,0.9443585872650146,1.482227427618844,0.5465838313102722
0.22424207170604737,0.9459041953086853,1.4844246340094145,0.5465838313102722
0.19673637985906792,0.9520865678787231,1.4905404807617946,0.5590062141418457
0.1734023326619239,0.9536321759223938,1.4983035037236183,0.5527950525283813
0.15431195907467485,0.9551777243614197,1.5015011663022249,0.5652173757553101
0.13019783673966318,0.9567233324050903,1.5021821949052514,0.5652173757553101
0.11494355167116872,0.9629057049751282,1.5074968175118013,0.5590062141418457
0.10243915109513717,0.9659969210624695,1.5147215638841902,0.5590062141418457
0.09219631702974554,0.9659969210624695,1.5209181397597982,0.5527950525283813
0.0837820838831676,0.9659969210624695,1.5290549823216029,0.5465838313102722
0.07482431429385034,0.9675425291061401,1.535121771119396,0.5465838313102722
0.06924066834232354,0.9675425291061401,1.5443753026287008,0.5527950525283813
0.05869900787873928,0.9706336855888367,1.5496747449318073,0.5527950525283813
0.055391259502959214,0.9706336855888367,1.5542911727976354,0.5527950525283813
0.05286404908486459,0.9721792936325073,1.5585432230315595,0.5590062141418457
0.05086149417664251,0.973724901676178,1.5630235405442137,0.5590062141418457
0.048992090184137894,0.973724901676178,1.568063515313664,0.5590062141418457
0.04706501346973953,0.973724901676178,1.5721558058484,0.5590062141418457
0.045330173602267244,0.9752704501152039,1.5760808198348335,0.5527950525283813
0.04390262435888512,0.9752704501152039,1.5800275550865979,0.5527950525283813
0.041345322668736646,0.9768160581588745,1.5844085053627535,0.5527950525283813
0.039919232727939596,0.9768160581588745,1.588363696329342,0.5527950525283813
0.03867263467968017,0.9768160581588745,1.5921451586373845,0.5527950525283813
0.037524790775140246,0.9768160581588745,1.5966126667046399,0.5527950525283813
0.036406050408669274,0.9768160581588745,1.6010241449249456,0.5527950525283813
0.03551080205133746,0.9783616662025452,1.6052487148261219,0.5527950525283813
0.03446385069351522,0.9783616662025452,1.6093611361817544,0.5527950525283813
0.03315735609346923,0.9799072742462158,1.615373352299566,0.5465838313102722
0.0313684927181584,0.9799072742462158,1.6195840183992563,0.5465838313102722
0.029233407099634824,0.9814528822898865,1.6234614330789316,0.5465838313102722
0.027700482877734273,0.9814528822898865,1.62853941858185,0.5527950525283813
0.026971137303703534,0.9829984307289124,1.632344635377019,0.5527950525283813
0.02613821773180937,0.9829984307289124,1.635794044281385,0.5527950525283813
0.024910007849612045,0.9829984307289124,1.6387088817098867,0.5465838313102722
0.02416232563382507,0.984544038772583,1.6424086390074737,0.5465838313102722
0.023321533993093824,0.984544038772583,1.645669220397191,0.5465838313102722
0.02261222366472473,0.984544038772583,1.6487910140375173,0.5465838313102722
0.021744101383857187,0.989180862903595,1.652126797978182,0.5465838313102722
0.020669942906693523,0.9907264113426208,1.655334568912198,0.5465838313102722
0.020203434984009696,0.9907264113426208,1.6588061166846233,0.5465838313102722
0.019272812039028548,0.9907264113426208,1.6626605602525035,0.5465838313102722
0.017728515935218223,0.9907264113426208,1.665433611188616,0.5465838313102722
0.017128410933746552,0.9907264113426208,1.6687513641689136,0.5465838313102722
0.016395520840640505,0.9907264113426208,1.671674669159125,0.5465838313102722
0.0159262342628961,0.9907264113426208,1.6746089221527858,0.5465838313102722
0.015579700588005403,0.9907264113426208,1.6767541977189342,0.5465838313102722
0.015321826816167988,0.9907264113426208,1.67947234574312,0.5465838313102722
0.015094752650178244,0.9907264113426208,1.6819173786210717,0.5527950525283813
0.014907610641541953,0.989180862903595,1.6842726965128265,0.5527950525283813
0.01468819468764378,0.989180862903595,1.6868751285979466,0.5527950525283813
0.014516675351058037,0.989180862903595,1.6894200958820604,0.5527950525283813
0.014318248657837158,0.989180862903595,1.6917419922277794,0.5527950525283813
0.014101368342015252,0.989180862903595,1.6939455796472775,0.5527950525283813
0.013722716878650544,0.9876352548599243,1.6964244872146512,0.5590062141418457
0.013200309559403468,0.9876352548599243,1.6986955841135534,0.5590062141418457
0.012944700915389443,0.9876352548599243,1.7009450026920863,0.5590062141418457
0.012816825975929178,0.9922720193862915,1.7033325811350568,0.5590062141418457
0.012703032845665789,0.9922720193862915,1.7052258482630949,0.5590062141418457
0.012600008579664842,0.9922720193862915,1.7077068542101368,0.5527950525283813
0.012519223036869231,0.9922720193862915,1.7099320918136502,0.5527950525283813
0.01241914431462489,0.9922720193862915,1.711976640713141,0.5590062141418457
0.012330824491989668,0.9922720193862915,1.713841011805564,0.5527950525283813
0.012244098493037673,0.9938176274299622,1.7158806131493232,0.5527950525283813
0.012143242441533765,0.9953632354736328,1.717969618969082,0.5527950525283813
0.012056696601679845,0.9953632354736328,1.7199834370465013,0.5527950525283813
0.011976800134032677,0.9953632354736328,1.7219544508442375,0.5527950525283813
0.01188809013244634,0.9953632354736328,1.7239294792554394,0.5527950525283813
0.011805625392737261,0.9953632354736328,1.7259063306062117,0.5590062141418457
0.011735685879164527,0.9953632354736328,1.7278024735658064,0.5590062141418457
0.011651038397423825,0.9953632354736328,1.729804743891177,0.5590062141418457
0.011579587174128955,0.9953632354736328,1.731670549937657,0.5590062141418457
0.011516520466153125,0.9953632354736328,1.7334226184750197,0.5590062141418457
0.011455376041168563,0.9953632354736328,1.7356858371947863,0.5590062141418457
0.01137214910218829,0.9953632354736328,1.7375975054983768,0.5590062141418457
0.011324663542159236,0.9953632354736328,1.7394127608826442,0.5590062141418457
0.011250668251023296,0.9953632354736328,1.741323589538195,0.5590062141418457
0.011186202079737112,0.9953632354736328,1.7432389525893313,0.5590062141418457
0.011147329673459652,0.9953632354736328,1.7455293406610903,0.5590062141418457
0.01109977691345078,0.9953632354736328,1.747393776911386,0.5590062141418457
0.01105324566451375,0.9953632354736328,1.749173219159523,0.5590062141418457
0.010991411568757818,0.9953632354736328,1.7509877578071926,0.5590062141418457
0.01094708243461248,0.9953632354736328,1.7526622247992094,0.5590062141418457
0.01089158490637729,0.9953632354736328,1.7545466941335928,0.5527950525283813
0.010826936325146867,0.9953632354736328,1.7563015763063607,0.5527950525283813
